,1,3,5,7,9
2021-06-10T05:56:01+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:04+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:07+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:10+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:14+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:16+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:19+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:22+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:26+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:28+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:31+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:34+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:37+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:40+00:00,-0.24,19.87,50.00,21.50,21.01
2021-06-10T05:56:43+00:00,-0.24,19.87,50.00,21.50,21.01
