timestamp_utc,soil_humidity,soil_temperature,system_air_humidity,system_air_temperature
2021-06-15T18:03:41+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:03:44+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:03:47+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:03:50+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:03:53+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:03:56+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:03:59+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:04:02+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:04:05+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:04:08+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:04:11+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:04:14+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:04:17+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:20+00:00,103.55,15.94,92.0,16.7
2021-06-15T18:04:23+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:04:26+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:29+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:04:32+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:35+00:00,103.79,15.94,92.0,16.7
2021-06-15T18:04:38+00:00,103.79,16.0,92.0,16.7
2021-06-15T18:04:41+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:44+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:47+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:50+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:54+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:56+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:04:59+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:02+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:05+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:08+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:11+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:14+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:17+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:20+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:23+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:26+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:29+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:32+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:35+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:38+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:41+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:44+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:47+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:05:50+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:53+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:56+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:05:59+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:02+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:05+00:00,103.08,16.0,92.0,16.7
2021-06-15T18:06:08+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:11+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:15+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:17+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:20+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:23+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:26+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:29+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:32+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:35+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:38+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:42+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:06:44+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:47+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:06:51+00:00,103.32,16.06,92.0,16.7
2021-06-15T18:06:53+00:00,103.55,16.0,92.0,16.7
2021-06-15T18:06:56+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:00+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:07:02+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:05+00:00,103.55,16.0,92.0,16.8
2021-06-15T18:07:08+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:07:11+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:07:14+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:07:17+00:00,103.32,16.0,92.0,16.7
2021-06-15T18:07:20+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:24+00:00,103.32,16.0,92.0,16.8
2021-06-15T18:07:26+00:00,103.32,16.0,92.0,16.8
2021-06-15T18:07:29+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:32+00:00,103.32,16.0,92.0,16.8
2021-06-15T18:07:35+00:00,103.08,16.06,92.0,16.8
2021-06-15T18:07:38+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:41+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:44+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:47+00:00,103.79,16.06,92.0,16.8
2021-06-15T18:07:50+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:07:53+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:07:56+00:00,103.08,16.06,92.0,16.8
2021-06-15T18:07:59+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:08:02+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:08:05+00:00,103.55,16.06,92.0,16.8
2021-06-15T18:08:08+00:00,104.03,16.06,92.0,16.8
2021-06-15T18:08:11+00:00,103.32,16.06,92.0,16.8
2021-06-15T18:08:14+00:00,103.55,16.06,92.0,16.8
